survey_id,response_id,start_date,duration,lat,long,random_id,state
SV_6tbzcMgiF3B4MxD,R_1gAe1OSnusS5wF0,16-Aug-20,00:01:00,35.40100098,-80.8687973,54310,North Carolina
SV_6tbzcMgiF3B4MxD,R_2R4vxilmnro9cAq,16-Aug-20,00:00:55,35.05969238,-79.00579834,39659,North Carolina
SV_6tbzcMgiF3B4MxD,R_DMgsSxsIsfzYo6J,16-Aug-20,00:01:12,35.40100098,-80.8687973,16119,North Carolina
SV_6tbzcMgiF3B4MxD,R_1LnvRS4Vl2GzXlk,16-Aug-20,00:01:51,35.86390686,-78.53500366,18751,North Carolina
SV_6tbzcMgiF3B4MxD,R_3oLb4sKExrQKCNh,16-Aug-20,00:01:09,34.74189758,-77.45760345,59909,North Carolina
SV_6tbzcMgiF3B4MxD,R_ykznem1hSRqVPe9,16-Aug-20,00:01:38,35.91879272,-81.54029846,55803,North Carolina
SV_6tbzcMgiF3B4MxD,R_23ehwZxIwPa7mlR,16-Aug-20,00:02:07,35.09869385,-77.10449982,97895,North Carolina
SV_6tbzcMgiF3B4MxD,R_2QX9htGxSLzFNs6,16-Aug-20,00:01:33,33.70429993,-84.37419891,28281,Georgia
SV_6tbzcMgiF3B4MxD,R_1NsSIGseE3ZXi8c,16-Aug-20,00:00:55,35.87260437,-80.09290314,85279,North Carolina
SV_6tbzcMgiF3B4MxD,R_eYjr894GHbYvU1H,16-Aug-20,00:01:25,35.08920288,-80.81939697,32786,North Carolina
SV_6tbzcMgiF3B4MxD,R_22KR7Q2R7F1Xr4w,16-Aug-20,00:01:36,28.52999878,-81.40570068,96429,Florida
SV_6tbzcMgiF3B4MxD,R_2eW0Dcmcl8lKJew,16-Aug-20,00:01:57,35.78019714,-78.48609924,21021,North Carolina
SV_6tbzcMgiF3B4MxD,R_byhDCaJNeAhpy8N,16-Aug-20,00:00:45,35.90100098,-81.21340179,30728,North Carolina
SV_6tbzcMgiF3B4MxD,R_1IYNuazithcU6s5,16-Aug-20,00:01:55,35.28419495,-80.87190247,36041,North Carolina
SV_6tbzcMgiF3B4MxD,R_2azsjX1Su08KjO5,16-Aug-20,00:01:44,35.206604,-77.65820313,41149,North Carolina
SV_6tbzcMgiF3B4MxD,R_2QKW72gZQyuWe6P,16-Aug-20,00:01:34,35.12939453,-78.89820099,79924,North Carolina
SV_6tbzcMgiF3B4MxD,R_1Du0ZMAuewzkrn8,16-Aug-20,00:00:52,35.65240479,-80.49150085,49130,North Carolina
SV_6tbzcMgiF3B4MxD,R_sHlMP7SqHX86E8N,16-Aug-20,00:04:55,35.71780396,-78.84279633,13117,North Carolina
SV_6tbzcMgiF3B4MxD,R_3ffmu6PGFABxh3F,16-Aug-20,00:02:18,35.89639282,-78.71150208,82285,North Carolina
SV_6tbzcMgiF3B4MxD,R_0DjKQ3lmp5eEA6J,16-Aug-20,00:01:18,35.17120361,-80.79389954,43469,North Carolina
SV_6tbzcMgiF3B4MxD,R_pS3GZuTo5qFpFVT,16-Aug-20,00:01:08,34.11509705,-83.57489777,47976,Georgia
SV_6tbzcMgiF3B4MxD,R_2BtAdfpSR9uwVgg,16-Aug-20,00:03:03,37.75100708,-97.8219986,85872,State Not Found
SV_6tbzcMgiF3B4MxD,R_2sU9cXPYOJZJX82,16-Aug-20,00:02:19,35.81230164,-78.54689789,10131,North Carolina
